"player_name","team_name","games","total_fg3_att","total_fg3_made","observed_pct","estimated_talent_pure","shrinkage"
"Emily Knouse","Saint Joseph's",28,116,39,0.336206896551724,0.315377775725958,0.0208291208257662
"Alana Shetlar","Oral Roberts",14,20,9,0.45,0.315309546652853,0.134690453347147
"Donovyn Hunter","TCU",32,163,57,0.349693251533742,0.315293211002704,0.0344000405310384
"Luka Malinka","Tarleton St",11,30,12,0.4,0.31524831259183,0.0847516874081704
"Jenna Cook","C Arkansas",29,149,49,0.328859060402685,0.315246400998132,0.0136126594045526
"Lanae Billy","Weber St",28,179,59,0.329608938547486,0.315240837589676,0.0143681009578099
"Jayci Allen","Indiana St",29,143,48,0.335664335664336,0.31520920185381,0.0204551338105254
"Marya Hudgins","BYU",24,79,29,0.367088607594937,0.315190367791876,0.051898239803061
"Ally Timm","DePaul",32,177,61,0.344632768361582,0.315169939673243,0.0294628286883387
"Emmy Roach","Rider",25,67,23,0.343283582089552,0.315168821262125,0.0281147608274272
"Nevaeh Caffey","Indiana",19,36,15,0.416666666666667,0.315134526277135,0.101532140389532
"Brynna Pukis","Long Beach St",28,112,38,0.339285714285714,0.315108101900319,0.0241776123853952
"Reagan Wilson","Iowa State",16,37,15,0.405405405405405,0.31500393766957,0.0904014677358358
"Aleah James","Saint Francis",23,70,24,0.342857142857143,0.314964219516987,0.0278929233401559
"Sydney Lusher","New Hampshire",10,24,10,0.416666666666667,0.314909034710972,0.101757631955694
"Dyani Ananiev","Portland",25,137,46,0.335766423357664,0.314857793791427,0.0209086295662376
"Nyadieng Yiech","Florida",29,59,22,0.372881355932203,0.314847408647549,0.0580339472846542
"Hannah Humphrey","Long Island",27,115,38,0.330434782608696,0.314777621021215,0.0156571615874811
"Sumayah Sugapong","Arizona",26,115,40,0.347826086956522,0.314776239412084,0.0330498475444382
"Chloe Larry","Tennessee Tech",26,152,51,0.335526315789474,0.314768737071556,0.0207575787179176
"Katie Collins","Penn",24,93,32,0.344086021505376,0.314726205174054,0.0293598163313225
"Morgan Robinson-Nwagwu","Georgia St",17,27,11,0.407407407407407,0.314717402531094,0.0926900048763132
"Lily Fandre","Lehigh",27,152,50,0.328947368421053,0.314716332290936,0.0142310361301169
"Laura Molnarova","Long Island",18,54,19,0.351851851851852,0.314679900421985,0.0371719514298666
"Charlese McClendon","Alabama St",13,20,8,0.4,0.314668155207111,0.0853318447928894
"Caroline Lyles","Tarleton St",17,49,18,0.36734693877551,0.314592200503676,0.0527547382718344
"Mylee Guinn","Rice",9,24,10,0.416666666666667,0.314586944546634,0.102079722120033
"Savannah Catalon","Seton Hall",29,142,49,0.345070422535211,0.314515637015972,0.0305547855192397
"Aina Subirats","Florida A&M",16,59,19,0.322033898305085,0.314513844565453,0.00752005373963138
"Aniyah Ruddock","Arkansas St",27,100,34,0.34,0.314509493798278,0.0254905062017217
"Macy Silvey","SIUE",29,208,69,0.331730769230769,0.314445109624858,0.0172856596059107
"Crystal Schultz","Prairie View",26,167,50,0.29940119760479,0.314284303747669,-0.0148831061428784
"Mya Skoff","Lindenwood",30,93,32,0.344086021505376,0.314243629978719,0.0298423915266572
"Shadasia Brackens","Tarleton St",18,37,14,0.378378378378378,0.314208717275438,0.0641696611029403
"Mariah Knight","Jacksonville",14,28,11,0.392857142857143,0.314129223153087,0.0787279197040559
"Ava Persichetti","Richmond",26,72,25,0.347222222222222,0.314123133109278,0.0330990891129446
"Monajah Ford","SC State",17,35,13,0.371428571428571,0.314093402439968,0.0573351689886035
"Asiah Baxter","Ohio",25,75,26,0.346666666666667,0.31404340457848,0.0326232620881866
"Nyla Walker","Gardner-Webb",27,74,25,0.337837837837838,0.314015912366647,0.0238219254711907
"Arianna Jennings","Ohio",22,56,20,0.357142857142857,0.313988485444023,0.0431543716988343
"Elena Bertrand","Lipscomb",12,27,11,0.407407407407407,0.313981815525066,0.0934255918823417
"Bailey Maupin","Texas Tech",32,187,64,0.342245989304813,0.313959620287653,0.0282863690171602
"Corynne Hauser","Kent State",13,34,13,0.382352941176471,0.31388038573821,0.0684725554382601
"Toby Nweke","Princeton",23,66,23,0.348484848484849,0.313843009248626,0.0346418392362228
"Mia Broom","Columbia",24,114,38,0.333333333333333,0.313839019833529,0.019494313499804
"Paula Tirado","San Francisco",17,37,14,0.378378378378378,0.313824301536419,0.0645540768419591
"Stella Szabo","Pacific",28,84,29,0.345238095238095,0.313823572065312,0.0314145231727828
"Lauren Hurst","Tennessee",13,29,12,0.413793103448276,0.313810144150891,0.0999829592973852
"Nya Robertson","Tennessee",28,162,56,0.345679012345679,0.313798615457649,0.0318803968880304
"Jaila Harding","Wichita St",29,234,75,0.320512820512821,0.313749627506621,0.00676319300619999
"Saniah Tyler","Missouri",21,57,21,0.368421052631579,0.3137256917858,0.0546953608457786
"Kiyoko Proctor","SIUE",29,174,58,0.333333333333333,0.313715842504411,0.0196174908289226
"Daniela López","ETSU",25,114,38,0.333333333333333,0.313701295409266,0.0196320379240672
"Gentry Baldwin","Oral Roberts",25,114,39,0.342105263157895,0.313700051164432,0.0284052119934629
"Sarah Hurley","Cleveland St",25,97,33,0.34020618556701,0.313653132103228,0.0265530534637821
"Nevaeh Zavala","High Point",26,77,26,0.337662337662338,0.313503248411232,0.0241590892511058
"Jordana Reisma","Missouri",15,33,13,0.393939393939394,0.313492650354671,0.0804467435847233
"Bella Hines","LSU",21,50,19,0.38,0.31348000265684,0.0665199973431601
"Reilly Sunday","Saint Peter's",15,32,12,0.375,0.313476719117953,0.061523280882047
"India Johnston","Towson",28,157,50,0.318471337579618,0.313444307324429,0.00502703025518897
"Shelby Bowman","W Illinois",9,24,10,0.416666666666667,0.313426288713394,0.103240377953273
"Kirston Verhulst","MTSU",25,85,29,0.341176470588235,0.313384659895212,0.0277918106930234
"Amber Scalia","Miami OH",28,162,53,0.327160493827161,0.313359920993138,0.0138005728340223
"Joseana Vaz","E Kentucky",28,124,41,0.330645161290323,0.313353795979081,0.0172913653112414
"Aby Shubert","Montana",28,156,51,0.326923076923077,0.31334044559194,0.0135826313311366
"Allie Cummins","San José St",29,143,47,0.328671328671329,0.313306668329336,0.0153646603419925
"Berry Wallace","Illinois",31,133,48,0.360902255639098,0.313244749868229,0.0476575057708684
"Ella Wanzer","Delaware",26,170,56,0.329411764705882,0.313144182867398,0.0162675818384843
"J'Unti Franklin","E Texas A&M",12,25,10,0.4,0.313139850154071,0.0868601498459293
"Charlisse Leger-Walker","UCLA",30,114,41,0.359649122807018,0.313072030865288,0.0465770919417297
"Brenae Jones-Grant","Queens",24,63,22,0.349206349206349,0.313029099237622,0.0361772499687268
"Henna Sandvik","Wyoming",27,101,34,0.336633663366337,0.313010528708106,0.0236231346582311
"Janelle Brown","Fairfield",20,59,20,0.338983050847458,0.312910759466465,0.0260722913809925
"Makenna Shaffer-Lauer","Weber St",17,38,14,0.368421052631579,0.312895131002973,0.0555259216286055
"Ryann Bennett","UC Davis",28,139,46,0.330935251798561,0.312883195028344,0.0180520567702168
"JaQuoia Jones-Brown","Long Beach St",26,60,21,0.35,0.31286578222669,0.0371342177733103
"Emma Dasovich","N Arizona",26,76,26,0.342105263157895,0.312859060460512,0.0292462026973832
"Carleigh Wenzel","Virginia Tech",32,188,63,0.335106382978723,0.312806657266064,0.0222997257126592
"Molly Driscoll","American",29,141,46,0.326241134751773,0.312789748068799,0.0134513866829737
"Mary Hollensteiner","Harvard",20,63,22,0.349206349206349,0.312784346258881,0.036422002947468
"Jayla Hearp","East Carolina",28,96,32,0.333333333333333,0.312782912457161,0.0205504208761718
"Makiah Asidanya","UNC Greensboro",26,150,49,0.326666666666667,0.312778382431068,0.0138882842355988
"Isabella Casey","Bucknell",25,70,24,0.342857142857143,0.312768455784178,0.0300886870729647
"Isobel Bunyan","Montana St",27,143,47,0.328671328671329,0.312612241641959,0.01605908702937
"Jamyah Winter","Kansas City",23,134,45,0.335820895522388,0.312592414572168,0.02322848095022
"Aniya Finger","NC Central",12,30,11,0.366666666666667,0.312588885280894,0.0540777813857723
"Jenna Hopp","South Dakota",22,46,17,0.369565217391304,0.312526141693137,0.0570390756981677
"Rosalie Mercille","Loyola Chicago",27,99,33,0.333333333333333,0.312513970172713,0.0208193631606202
"Ashlon Jackson","Duke",30,196,65,0.331632653061224,0.312513259356807,0.019119393704418
"Haven Fisher","Tulsa",18,42,15,0.357142857142857,0.312500464895446,0.044642392247411
"Aysia Hinton","NC Central",25,136,43,0.316176470588235,0.312493860113652,0.00368261047458307
"Madi Gewirtz","FAU",25,55,19,0.345454545454545,0.312445800500739,0.0330087449538061
"Kyara Champagne","Chicago St",23,42,15,0.357142857142857,0.312337516577206,0.0448053405656515
"Magda Freire","Queens",23,68,23,0.338235294117647,0.312330516011639,0.0259047781060079
"Mickayla Perdue","Arizona",15,103,36,0.349514563106796,0.312325404895863,0.0371891582109336
"Shelby Ricks","Saint Francis",25,72,24,0.333333333333333,0.312315981993602,0.0210173513397311
"Zya Vann","Oklahoma",30,100,35,0.35,0.312270876639453,0.0377291233605472
"Kacey Spink","Idaho St",24,73,25,0.342465753424658,0.312267479123476,0.0301982743011818
"Hannah Ronsiek","Colorado St",30,169,55,0.325443786982249,0.312266736307995,0.0131770506742532
"Ace Austin","Alabama",29,82,29,0.353658536585366,0.312156947678872,0.0415015889064936
"Chance Bucher","CA Baptist",14,75,25,0.333333333333333,0.312098007134523,0.0212353261988104
"Tierra Trotter","Kansas City",24,78,27,0.346153846153846,0.312070645179399,0.0340832009744471
"Erika Aspajo","CSU Northridge",18,35,13,0.371428571428571,0.312069351580044,0.059359219848527
"Olivia Porter","Marquette",17,43,16,0.372093023255814,0.31204661892598,0.0600464043298343
"McCall King","UNC Wilmington",16,36,13,0.361111111111111,0.312043754549119,0.0490673565619917
"Destiny Leo","UNLV",29,93,31,0.333333333333333,0.312029667556752,0.0213036657765813
"Kayleigh Heckel","UConn",23,37,14,0.378378378378378,0.312013227855789,0.0663651505225898
"Gabby Reynolds","G Washington",30,119,39,0.327731092436975,0.311962178330615,0.0157689141063597
"Katelyn Chomko","UL Monroe",10,22,9,0.409090909090909,0.311934140818876,0.0971567682720331
"Seneca Hackley","UC Riverside",26,93,31,0.333333333333333,0.311928095194622,0.0214052381387115
"Romi Levy","Virginia",26,71,25,0.352112676056338,0.311889395905764,0.0402232801505737
"Jordan Meulemans","Marquette",23,82,29,0.353658536585366,0.311781595964012,0.0418769406213537
"Mack Konig","Montana",20,68,23,0.338235294117647,0.311755646101443,0.026479648016204
"Mia Fiore","Merrimack",9,30,11,0.366666666666667,0.311754313782355,0.0549123528843112
"Addy Brown","Iowa State",20,70,25,0.357142857142857,0.311730483232073,0.0454123739107839
"Kaylan Deveney","Rider",14,53,18,0.339622641509434,0.311716207101675,0.0279064344077594
"Saray White","CSU Northridge",24,64,22,0.34375,0.311621578414484,0.0321284215855162
"Janeya Grant","St John's",29,125,43,0.344,0.311602213764022,0.0323977862359779
"Emily Hege","App State",24,67,23,0.343283582089552,0.311528789533448,0.0317547925561043
"Cambree Blackham","Utah Valley",25,77,26,0.337662337662338,0.311526973284676,0.0261353643776613
"Naomy Zonzon-Huyghe","UC Irvine",19,35,13,0.371428571428571,0.311521645590144,0.0599069258384273
"Karina Bystry","N Kentucky",32,161,52,0.322981366459627,0.311495678638531,0.0114856878210968
"Mia Jacobs","Oregon",32,166,59,0.355421686746988,0.311458432783839,0.0439632539631485
"Ivana Krajina","LMU",20,60,21,0.35,0.311417018123193,0.038582981876807
"Ivy Brown","UT Rio Grande",15,26,10,0.384615384615385,0.311394347540537,0.0732210370748478
"Rachel Kaus","Cornell",19,32,12,0.375,0.311392316824485,0.0636076831755151
"Karina Gordon","FGCU",22,82,27,0.329268292682927,0.311374965048608,0.0178933276343189
"Monique Mitchell","Akron",24,100,33,0.33,0.311346235754288,0.0186537642457122
"McKenzie Mathurin","Michigan",14,35,14,0.4,0.311320666589161,0.0886793334108386
"Reina Green","Duquesne",24,68,23,0.338235294117647,0.311312543476095,0.026922750641552
"Elyse MacDonough","St Bonaventure",30,106,35,0.330188679245283,0.311306713772189,0.0188819654730937
"Alicia Newell","Richmond",26,68,23,0.338235294117647,0.311276822572352,0.0269584715452952
"Elena Alvarez Castellanos","Davidson",13,23,9,0.391304347826087,0.311271399654975,0.080032948171112
"Payton Rechlicz","Milwaukee",28,87,29,0.333333333333333,0.311250333044103,0.0220830002892304
"Soleil Montrose","Army",24,49,17,0.346938775510204,0.311246570488183,0.0356922050220209
"Malene Pedersen","Wyoming",27,148,48,0.324324324324324,0.311233181640349,0.013091142683975
"Halli Poock","Murray St",29,199,64,0.321608040201005,0.311228340270402,0.0103796999306033
"Hailey Weaver","Nebraska",16,29,12,0.413793103448276,0.31121547295042,0.102577630497856
"Gigi Bower","Ohio",24,87,29,0.333333333333333,0.311178628393226,0.0221547049401074
"Gina Garcia","Kansas St",21,34,13,0.382352941176471,0.311144835168844,0.0712081060076267
"Breanna Davis","Abilene Chrstn",22,58,20,0.344827586206897,0.311133294131924,0.0336942920749722
"Talaysia Cooper","Tennessee",28,169,57,0.337278106508876,0.31111098308253,0.0261671234263462
"Ava Miller","North Dakota",25,76,26,0.342105263157895,0.311024053150272,0.0310812100076229
"Yirsy Queliz","Northeastern",27,146,46,0.315068493150685,0.311016799857347,0.00405169329333754
"Kailyn Fields","Kennesaw St",18,77,26,0.337662337662338,0.311013638665763,0.0266486989965745
"Jade Weathersby","Florida",18,53,19,0.358490566037736,0.310986259273053,0.0475043067646832
"Kaylani Polk","UC Riverside",28,142,46,0.323943661971831,0.310971796833721,0.0129718651381104
"Maddie Cox","NC State",23,38,14,0.368421052631579,0.310919939054778,0.0575011135768004
"Gracie Kelsey","Lindenwood",18,26,10,0.384615384615385,0.310862606571852,0.0737527780435328
"Eleonora Villa","Washington St",31,132,43,0.325757575757576,0.31080596134629,0.0149516144112856
"Damara Allen","UTSA",27,105,34,0.323809523809524,0.31080223486048,0.0130072889490442
"T'Aaliyah Miner","Lamar",16,23,9,0.391304347826087,0.310789129475726,0.0805152183503613
"Madison Layden-Zay","Purdue",25,159,56,0.352201257861635,0.310784424097194,0.0414168337644416
"Gia Cooke","West Virginia",30,155,52,0.335483870967742,0.310743974327214,0.0247398966405284
"Jaelyn Acker","Gardner-Webb",31,200,63,0.315,0.310736978029512,0.0042630219704885
"Pinja Paananen","Sacramento St",20,36,13,0.361111111111111,0.310733588280701,0.0503775228304104
"Simone Sawyer","Penn",24,93,31,0.333333333333333,0.310701196902774,0.0226321364305592
"Veronica Sheffey","TCU",17,31,12,0.387096774193548,0.310664270961637,0.0764325032319113
"Jada Williams","Milwaukee",25,49,17,0.346938775510204,0.310652302252721,0.0362864732574826
"Isabellah Middleton","Iona",26,73,24,0.328767123287671,0.310619035801349,0.0181480874863221
"Jorah Eppley","Stetson",24,102,33,0.323529411764706,0.310615906804266,0.0129135049604394
"Kelsey Langston","Cornell",24,42,15,0.357142857142857,0.310584710797442,0.0465581463454153
"Chloe Oliver","Stony Brook",22,44,15,0.340909090909091,0.310572279276851,0.0303368116322396
"Kaleigh Addie","Georgia St",26,145,47,0.324137931034483,0.310571847569875,0.0135660834646076
"Taylee Chirrick","Montana St",26,116,38,0.327586206896552,0.310564165822004,0.0170220410745472
"Molly Rullo","Drexel",21,53,18,0.339622641509434,0.310523764637528,0.0290988768719062
"Asjah Inniss","UL Monroe",31,126,41,0.325396825396825,0.310504188002074,0.0148926373947512
"Tamia Stricklin","Seattle U",25,93,31,0.333333333333333,0.31049018438898,0.0228431489443529
"Marissa Shelton","Texas A&M-CC",27,124,40,0.32258064516129,0.310482123927893,0.0120985212333969
"Mia Mancini","Bryant",28,168,54,0.321428571428571,0.310436958934941,0.0109916124936308
"Fatmata Janneh","Texas A&M",24,84,29,0.345238095238095,0.310414503810484,0.0348235914276113
"Caylee Simpson","Alabama St",14,22,8,0.363636363636364,0.310402583959329,0.0532337796770346
"Alana Reddy","Lehigh",27,117,38,0.324786324786325,0.310385688903508,0.0144006358828164
"Leila Nunez","Long Island",22,63,21,0.333333333333333,0.310356300758905,0.0229770325744282
"Ava Renninger","FDU",29,126,40,0.317460317460317,0.310354821204304,0.00710549625601303
"Allison Heathcock","Creighton",27,93,32,0.344086021505376,0.310328982573224,0.033757038932152
"Juliann Woodard","Michigan St",19,56,21,0.375,0.310299035267868,0.0647009647321316
"Gracy Wernli","Lindenwood",12,33,12,0.363636363636364,0.310239459467134,0.0533969041692294
"Kiyomi McMiller","Penn State",29,116,41,0.353448275862069,0.31023624969668,0.0432120261653891
"Lulu Twidale","California",32,284,93,0.327464788732394,0.310230628281695,0.0172341604506996
"Candice Lienafa","Davidson",22,56,19,0.339285714285714,0.310216545461035,0.0290691688246795
"Bree Salenbien","Ball State",28,117,38,0.324786324786325,0.310172841560321,0.0146134832260038
"Dezuray McGill","North Florida",16,27,10,0.37037037037037,0.310156679595759,0.0602136907746118
"Mia Nicastro","W Illinois",24,61,21,0.344262295081967,0.310048123361148,0.0342141717208193
"Makennah White","VCU",23,69,23,0.333333333333333,0.31003868524754,0.0232946480857936
"Nykesha Sanders","Delaware St",21,61,20,0.327868852459016,0.310018823921401,0.0178500285376153
"Abbey Kimball","Michigan St",13,32,13,0.40625,0.310006791488865,0.0962432085111354
"Kaylee Borden","Utah Tech",25,135,44,0.325925925925926,0.310001978370053,0.0159239475558732
"Mya Meredith","N Kentucky",28,88,29,0.329545454545455,0.309967240867321,0.0195782136781334
"Shakara McCline","DePaul",11,44,16,0.363636363636364,0.309954949791222,0.0536814138451418
"Kamryn Wilson","Lamar",27,109,35,0.321100917431193,0.309953204796267,0.011147712634926
"Zakiya Stephenson","James Madison",30,101,33,0.326732673267327,0.309934793298075,0.0167978799692517
"Ayanna Thompson","SMU",27,91,31,0.340659340659341,0.309918746935881,0.0307405937234598
"Sophia Pearl","Furman",23,56,19,0.339285714285714,0.309907674081269,0.0293780402044458
"Ana Conde","Denver",14,26,10,0.384615384615385,0.309843310296552,0.0747720743188324
"Ify Nwaobi","Liberty",19,33,12,0.363636363636364,0.309717449498102,0.0539189141382614
"Tabitha Betson","Colorado",20,54,19,0.351851851851852,0.309701768436612,0.0421500834152398
"Jess Lawson","LMU",20,39,14,0.358974358974359,0.309693559196078,0.0492807997782813
"Preslee Hartsock","Oral Roberts",19,42,15,0.357142857142857,0.309682909497494,0.0474599476453632
"Mila Holloway","Michigan",29,107,38,0.355140186915888,0.309673270153996,0.0454669167618922
"Khila Morris","Coppin St",25,86,27,0.313953488372093,0.309658194039009,0.00429529433308445
"Summah Hanson","UC Irvine",19,56,19,0.339285714285714,0.309639428085487,0.0296462862002274
"Ariella Henigan","Howard",23,48,16,0.333333333333333,0.309632876105961,0.023700457227372
"Alanah Pooler","Alabama St",18,30,10,0.333333333333333,0.309626242379439,0.0237070909538942
"Ashton Elley","Miami OH",14,27,10,0.37037037037037,0.309624457875735,0.0607459124946354
"Madison Davis","W Illinois",12,20,8,0.4,0.309557657371634,0.0904423426283661
"Nikola Zdenkova","Saint Peter's",29,158,49,0.310126582278481,0.30949942770406,0.000627154574420807
"Talia Zurinskas","Lafayette",27,79,26,0.329113924050633,0.309423376247506,0.0196905478031269
"Grace Foster","Utah",23,69,24,0.347826086956522,0.309423137933928,0.0384029490225933
"Elisabeth Aegisdottir","Liberty",27,85,28,0.329411764705882,0.309392186207579,0.0200195784983035
"Ella Uriarte","Idaho",26,72,24,0.333333333333333,0.309358662719037,0.0239746706142959
"Kyah Smith","William & Mary",19,51,17,0.333333333333333,0.309351070087466,0.0239822632458671
"Macy Donarski","Montana",18,24,9,0.375,0.309345907994852,0.0656540920051477
"Ashlynn Brooke","Ball State",15,40,14,0.35,0.309345437356462,0.0406545626435377
"Breauna Ware","Wisconsin",19,36,14,0.388888888888889,0.309319699477121,0.0795691894117677
"Avery Strickland","Belmont",30,163,52,0.319018404907975,0.309307154544731,0.00971125036324427
"Jacklynn Hosier","Vermont",16,27,10,0.37037037037037,0.309305158469762,0.0610652119006085
"Tuti Jones","Belmont",30,157,50,0.318471337579618,0.30926623456474,0.00920510301487754
"Adriana Jones","Jax State",25,94,31,0.329787234042553,0.309230722806101,0.0205565112364522
"Jaloni Cambridge","Ohio State",32,125,44,0.352,0.309230089945606,0.0427699100543941
"Skylar Forbes","Marquette",26,125,42,0.336,0.309191037065156,0.0268089629348437
"Sydney Postell","Le Moyne",17,38,13,0.342105263157895,0.309190823347781,0.0329144398101134
"Avary Cain","Oregon",30,86,31,0.36046511627907,0.309182152386609,0.0512829638924608
"Tess Heal","Kansas St",28,69,24,0.347826086956522,0.30916453290983,0.038661554046692
"Kortney Doman","Southern Utah",20,46,16,0.347826086956522,0.309152760352738,0.0386733266037833
"Lauren Scott","Wright St",29,134,43,0.32089552238806,0.309115635589745,0.0117798867983147
"Molly Joyce","South Dakota",25,85,29,0.341176470588235,0.309107121583703,0.0320693490045322
"Brooke Moore","St John's",23,57,20,0.350877192982456,0.309049709822347,0.0418274831601095
"Kathy Kersaint","Monmouth",16,38,13,0.342105263157895,0.309008985023125,0.0330962781347697
"Adrianna Smith","Maine",25,70,23,0.328571428571429,0.308960922151165,0.0196105064202633
"Sabrina Ma","UC San Diego",28,197,63,0.319796954314721,0.308954760656453,0.0108421936582679
"Reagan Bender","Louisville",12,35,13,0.371428571428571,0.308943837507119,0.0624847339214524
"Blair Baugus","MTSU",15,24,9,0.375,0.30892818604276,0.0660718139572403
"Da'Brya Clark","Norfolk St",24,186,57,0.306451612903226,0.30891566553602,-0.00246405263279459
"Alexa Kinas","Loyola Chicago",26,47,16,0.340425531914894,0.308910156692721,0.0315153752221723
"Stefanie Ingram","South Florida",28,91,29,0.318681318681319,0.308889966211471,0.00979135246984775
"Saniya Burks","Texas St",28,176,56,0.318181818181818,0.308854667458184,0.00932715072363394
"LA Sneed","Utah",25,57,20,0.350877192982456,0.30883986283594,0.0420373301465158
"Bella Ranallo","Ohio",27,137,44,0.321167883211679,0.30880501593816,0.0123628672735188
"Jordan Wood","Duke",23,67,23,0.343283582089552,0.30878930602285,0.0344942760667025
"Amarachi Kimpson","Miami",30,130,43,0.330769230769231,0.308775649087981,0.0219935816812495
"Crystal Hardy","NC A&T",21,75,24,0.32,0.308757718854181,0.0112422811458186
"Coriah Beck","Alabama A&M",21,80,24,0.3,0.308740362747808,-0.00874036274780782
"Casey Harter","Northwestern",24,102,36,0.352941176470588,0.308732396815053,0.0442087796555349
"Anika Hyland","SF Austin",23,44,15,0.340909090909091,0.30872582031961,0.0321832705894806
"Karen Nimo","Charlotte",18,38,13,0.342105263157895,0.308720964724223,0.0333842984336722
"Saniah Caldwell","Penn",24,95,31,0.326315789473684,0.308709377943086,0.0176064115305979
"Elise Jaeger","Northern Iowa",25,63,21,0.333333333333333,0.308626312671619,0.0247070206617138
"CJ Latta","San Diego St",24,60,20,0.333333333333333,0.308616777513838,0.0247165558194953
"Rori Harmon","Texas",13,20,8,0.4,0.308606127855667,0.0913938721443328
"Jadyn Atchison","UT Arlington",26,63,21,0.333333333333333,0.308578033089743,0.0247553002435902
"Ava Watson","Ohio State",31,102,36,0.352941176470588,0.308549359992244,0.0443918164783444
"Destiny Lunan","NC State",28,49,17,0.346938775510204,0.308535325478354,0.0384034500318501
"Mimi McCollister","Arkansas St",28,102,33,0.323529411764706,0.308510192524801,0.0150192192399046
"Kira-May Filemu","Hawai’i",10,24,9,0.375,0.308496162556562,0.0665038374434379
"Taina Mair","Duke",28,96,32,0.333333333333333,0.308487952769456,0.0248453805638771
"McKenna Eddings","GA Southern",28,176,56,0.318181818181818,0.308400489009946,0.00978132917187247
"Abbie Aalsma","Drake",29,205,65,0.317073170731707,0.308384878860598,0.0086882918711097
"Aniya Rowe","Buffalo",27,135,43,0.318518518518519,0.308370651833279,0.0101478666852391
"Zachara Perkins","Rutgers",22,57,21,0.368421052631579,0.308327277680307,0.060093774951272
"Lilah Moore","N Colorado",13,24,9,0.375,0.30827650737766,0.0667234926223398
"Kailah Correa","Delaware",22,66,22,0.333333333333333,0.308268071681337,0.0250652616519964
"Ashanti Fox","Elon",27,95,30,0.315789473684211,0.308229405528625,0.00756006815558513
"Tyrielle Williams","VCU",22,74,24,0.324324324324324,0.30821559404713,0.0161087302771944
"Tilda Trygger","NC State",24,59,20,0.338983050847458,0.308194545820329,0.0307885050271285
"Emily Pape","Cornell",25,169,54,0.319526627218935,0.308191796924682,0.0113348302942526
"Toby Fournier","Duke",24,49,17,0.346938775510204,0.308179493364587,0.0387592821456175
"Chloe Mann","Grand Canyon",30,132,42,0.318181818181818,0.308142445420735,0.0100393727610831
"Mataya Gayle","Penn",23,92,30,0.326086956521739,0.308121696356705,0.0179652601650337
"Ashanti Lynch","MD Eastern",26,63,20,0.317460317460317,0.308102800098406,0.00935751736191143
"Chandler Prater","Mississippi St",26,66,23,0.348484848484849,0.308080762117876,0.0404040863669728
"Kendall Eddy","Holy Cross",29,103,33,0.320388349514563,0.308066689847151,0.0123216596674118
"Ines Bettencourt","Gonzaga",27,79,26,0.329113924050633,0.308059519058418,0.0210544049922147
"Olivia Jones","Harvard",18,31,11,0.354838709677419,0.308003299598239,0.0468354100791807
"Riley Smith","C Michigan",11,31,11,0.354838709677419,0.307996640532163,0.0468420691452562
"Selina Gutierrez","Morgan St",12,29,10,0.344827586206897,0.307958687237238,0.0368688989696584
"Jaidyn Harper","ETSU",29,113,36,0.31858407079646,0.307948460077582,0.0106356107188786
"Abbey Ferguson","Colgate",20,41,14,0.341463414634146,0.307927821893428,0.0335355927407185
"Bryn Martin","Ohio State",27,66,24,0.363636363636364,0.307911824901517,0.0557245387348462
"Aspen Caldwell","Idaho St",18,34,12,0.352941176470588,0.307906868251783,0.0450343082188057
"Arianna Roberson","Duke",24,43,15,0.348837209302326,0.30782228598387,0.0410149233184556
"April Edwards","Howard",26,83,26,0.313253012048193,0.307820777821519,0.00543223422667394
"Joi Williams","Merrimack",26,76,24,0.315789473684211,0.30779306755016,0.00799640613405095
"Trinity Vance","Delaware",29,124,40,0.32258064516129,0.307749905876355,0.0148307392849348
"Jade Tillman","UMBC",27,100,32,0.32,0.307748557845469,0.0122514421545306
"Susie Rafiu","Columbia",16,25,9,0.36,0.307744319420307,0.052255680579693
"Irene Rey Pineda","Canisius",28,69,22,0.318840579710145,0.307727163310416,0.0111134163997286
"Maddie Warren","Utah Tech",12,64,21,0.328125,0.307715906570227,0.0204090934297734
"Katie Criswell","North Alabama",26,104,33,0.317307692307692,0.307698116976449,0.00960957533124318
"Olivia Smith","Hampton",24,89,28,0.314606741573034,0.307683311965753,0.00692342960728115
"Reyna Scott","Louisville",27,46,16,0.347826086956522,0.307659072922653,0.0401670140338686
"Makayla Jackson","Detroit Mercy",25,64,21,0.328125,0.307616578967479,0.0205084210325209
"Victoria Baker","UC Davis",19,38,13,0.342105263157895,0.307614527232337,0.0344907359255575
"Brynn Smith","Portland",24,57,19,0.333333333333333,0.307468722750317,0.0258646105830164
"Madeline Potts","Syracuse",14,51,18,0.352941176470588,0.307456763647074,0.0454844128235143
"Kyla Bryant","GA Southern",20,64,21,0.328125,0.307417808479938,0.0207071915200623
"Jami Hill","Charleston",17,49,16,0.326530612244898,0.307359269236991,0.0191713430079073
"Averi Aaron","Louisiana Tech",18,35,12,0.342857142857143,0.307344309590692,0.0355128332664509
"Janiyah Williams","Oregon",11,25,10,0.4,0.307344021753746,0.0926559782462545
"Ellie Mjaanes","Lehigh",9,22,8,0.363636363636364,0.30733780909377,0.0562985545425939
"Crystal Ortiz","UIC",22,57,19,0.333333333333333,0.307300144023917,0.0260331893094158
"Vitoria Santana","Penn State",20,44,16,0.363636363636364,0.307250648145485,0.0563857154908782
"Lilah Turnbull","C Michigan",23,61,20,0.327868852459016,0.307152182629795,0.020716669829221
